name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day,7/19/2021,7/20/2021,2021-07-21,2021-07-22,2021-07-23,avg_bookings
Maruzzella,https://www.opentable.com/maruzzella,1,False,2,404,4.7,4.7,4.8,4.5,4.6,Moderate,100.0,Upper East Side,Italian,Fine Dining,Casual Dress,,"Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Wine",Italian,0,0,0,0,False,0,False,11/14/2009,4271.0,0.0945914305783189,8.0,,5.0,3.0,5.0,5.25
Palma,https://www.opentable.com/palma,1,False,2,2483,4.7,4.7,4.4,4.8,4.3,Moderate,98.0,Greenwich Village,"Italian, Mediterranean, Organic",Home Style,Smart Casual,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wine",Italian,1,1,0,0,False,2,True,11/26/2009,4259.0,0.5830007043907021,,,61.0,,,61.0
Giano,https://www.opentable.com/giano,1,False,1,1181,4.9,4.9,4.9,4.8,4.8,Moderate,100.0,East Village,Italian,Casual Elegant,Casual Dress,Matteo Niccoli,"Bar Dining, Beer, Corkage Fee, Counter Seating, Outdoor dining, Wine",Italian,0,0,0,0,False,0,False,10/30/2009,4286.0,0.2755482967802146,13.0,,21.0,24.0,27.0,21.25
Gnocco,https://www.opentable.com/r/gnocco-new-york,1,False,1,1084,4.6,4.5,4.4,4.6,4.3,Moderate,86.0,East Village,"Italian, Pizzeria, Tapas / Small Plates",Casual Dining,Smart Casual,Gian Luca Giovanetti,"Banquet, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wine",Italian,1,1,1,1,False,4,True,10/9/2009,4307.0,0.2516833062456466,18.0,,19.0,22.0,33.0,23.0
Buddakan NY,https://www.opentable.com/buddakan-new-york,1,False,3,14350,4.6,4.6,4.5,4.6,4.2,Moderate,89.0,Meatpacking District,"Chinese, Asian",Casual Elegant,Smart Casual,Brian Ray,"Beer, Delivery, Full Bar, Non-Smoking, Takeout, Wheelchair Access, Wine",Chinese,1,1,1,1,False,4,True,4/27/2013,3011.0,4.76585851876453,237.0,242.0,254.0,249.0,249.0,246.2
A La Turka Restaurant,https://www.opentable.com/a-la-turka-restaurant,1,False,2,967,4.6,4.6,4.4,4.3,4.3,Moderate,95.0,Upper East Side,"Turkish, Mediterranean",Fine Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Dancing, Delivery, Entertainment, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Turkish,1,1,1,1,False,4,True,8/29/2009,4348.0,0.2224011039558417,29.0,22.0,30.0,37.0,24.0,28.4
Cafe Fiorello,https://www.opentable.com/r/cafe-fiorello-new-york,1,False,2,7786,4.7,4.6,4.6,4.5,4.3,Moderate,96.0,Lincoln Square,"Italian, Vegetarian / Vegan",Casual Elegant,Smart Casual,,"Banquet, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,8/15/2009,4362.0,1.784961027051811,79.0,,53.0,55.0,53.0,60.0
Sushi Damo,https://www.opentable.com/sushi-damo,1,False,2,423,4.5,4.5,4.3,4.3,4.2,Moderate,100.0,Midtown West,"Japanese, Sushi",Fine Dining,Formal Attire,,"Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Non-Smoking, Takeout, View, Wheelchair Access, Wine",Japanese,1,1,1,1,False,4,True,8/20/2009,4357.0,0.0970851503327978,7.0,,12.0,7.0,14.0,10.0
Cacio e Pepe Downtown,https://www.opentable.com/cacio-e-pepe,1,False,2,1182,4.6,4.7,4.6,4.4,4.4,Moderate,96.0,East Village,Contemporary Italian,Casual Dining,Casual Dress,Salvatore Corea,"Beer, Cocktails, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, View, Wheelchair Access, Wine",Contemporary Italian,0,0,0,0,False,0,False,6/5/2009,4433.0,0.2666365892172344,34.0,24.0,27.0,28.0,20.0,26.6
Glass House Tavern,https://www.opentable.com/glass-house-tavern,1,False,2,4506,4.2,4.2,4.2,4.1,4.1,Moderate,92.0,Theater District / Times Square,"Contemporary American, American",Casual Elegant,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Fireplace, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wine",Contemporary American,0,0,0,0,False,0,False,6/5/2009,4433.0,1.016467403564178,11.0,,10.0,,10.0,10.333333333333334
Armani Ristorante 5th Avenue,https://www.opentable.com/r/armani-ristorante-5th-avenue-new-york,1,False,3,1544,4.8,4.7,4.8,4.8,4.4,Quiet,100.0,Midtown East,"Italian, Mediterranean",Fine Dining,Jacket Preferred,Michele Brogioni,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Takeout, View, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,5/26/2009,4443.0,0.3475129417060544,,,44.0,,28.0,36.0
The Capital Grille - NY - Rockefeller Center,https://www.opentable.com/r/the-capital-grille-ny-rockefeller-center-new-york,1,False,3,4455,4.8,4.8,4.8,4.7,4.6,Quiet,83.0,Midtown West,"Steakhouse, Steak, Seafood",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Chef's Table, Delivery, Full Bar, Non-Smoking, Patio/Outdoor Dining, Private Room, Takeout, Wine",Steakhouse,1,1,1,0,False,3,True,5/16/2009,4453.0,1.0004491354143277,58.0,,78.0,80.0,77.0,73.25
Ribalta Pizza,https://www.opentable.com/ribalta-pizza,1,False,1,1121,4.6,4.7,4.5,4.4,4.5,Moderate,96.0,Union Square,"Italian, Pizzeria, Vegan",Casual Dining,Casual Dress,Pasquale Cozzolino,"Bar Dining, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Entertainment, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,7/27/2009,4381.0,0.2558776535037663,35.0,,48.0,41.0,54.0,44.5
Redeye Grill,https://www.opentable.com/r/redeye-grill-new-york,1,False,2,3430,4.7,4.6,4.6,4.7,4.3,Moderate,97.0,Midtown West,"American, Seafood, Sushi",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,4/11/2009,4488.0,0.7642602495543672,30.0,,48.0,33.0,47.0,39.5
Dos Caminos - SoHo,https://www.opentable.com/dos-caminos-soho,1,False,2,1235,4.3,4.2,4.1,4.2,3.9,Moderate,77.0,SoHo,"Mexican, Contemporary Mexican",Casual Dining,Smart Casual,Ariel Fox,"Bar/Lounge, Beer, Cafe, Counter Seating, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,0,1,False,3,True,4/4/2009,4495.0,0.2747497219132369,38.0,,48.0,49.0,62.0,49.25
Chelsea Ristorante,https://www.opentable.com/chelsea-ristorante,1,False,1,753,4.6,4.6,4.7,4.4,4.4,Moderate,100.0,Chelsea,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,4/24/2009,4475.0,0.168268156424581,4.0,,5.0,7.0,5.0,5.25
Dos Caminos - Park,https://www.opentable.com/dos-caminos-park,1,False,2,2067,4.4,4.3,4.2,4.4,4.1,Moderate,92.0,Gramercy / Flatiron,Mexican,Casual Dining,Casual Dress,Ariel Fox,"Banquet, Bar/Lounge, Beer, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,0,1,False,3,True,3/18/2009,4512.0,0.4581117021276595,30.0,,42.0,45.0,59.0,44.0
Nomad Restaurant - East Village,https://www.opentable.com/r/nomad-east-village-new-york,1,False,1,519,4.7,4.7,4.8,4.6,4.7,Moderate,100.0,East Village,"Mediterranean, Italian, Moroccan",Casual Dining,Smart Casual,Mehenni Zebentout,"Banquet, Bar/Lounge, Beer, Beer Garden, BYO Wine, Cafe, Corkage Fee, Counter Seating, Delivery, Entertainment, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,3/17/2009,4513.0,0.1150011079104808,4.0,5.0,5.0,5.0,9.0,5.6
Dos Caminos – Meatpacking,https://www.opentable.com/dos-caminos-meatpacking,1,False,2,1688,4.1,4.1,3.8,4.1,3.7,Moderate,83.0,Meatpacking District,"Mexican, Contemporary Mexican",Casual Elegant,Casual Dress,Ariel Fox,"Banquet, Bar/Lounge, Beer, Cafe, Counter Seating, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,0,1,False,3,True,4/25/2009,4474.0,0.3772910147518998,60.0,,54.0,66.0,85.0,66.25
"Novitá - New York City, Manhattan",https://www.opentable.com/r/novita-new-york-city-manhattan-new-york,1,False,2,2180,4.8,4.8,4.7,4.7,4.5,Moderate,96.0,Gramercy / Flatiron,Italian,Casual Elegant,Smart Casual,Marco Fregonese,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Takeout, Wine",Italian,1,1,1,1,False,4,True,3/3/2009,4527.0,0.4815551137618732,45.0,,53.0,56.0,57.0,52.75
Bodrum Turkish Mediterranean,https://www.opentable.com/r/bodrum-turkish-mediterranean-new-york,1,False,1,1047,4.6,4.7,4.5,4.3,4.6,Moderate,100.0,Upper West Side,"Turkish, Mediterranean, Comfort Food",Casual Elegant,Casual Dress,,"BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Turkish,1,1,1,1,False,4,True,3/3/2009,4527.0,0.2312789927104042,15.0,,16.0,,,15.5
Nizza - NYC,https://www.opentable.com/r/nizza-nyc-new-york,1,False,1,3202,4.6,4.5,4.6,4.4,4.4,Moderate,100.0,Midtown West,"Italian, Mediterranean",Casual Dining,Casual Dress,Andy D'Amico,"Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,1/14/2009,4575.0,0.6998907103825137,17.0,,19.0,26.0,25.0,21.75
Cacio e Vino,https://www.opentable.com/r/cacio-e-vino-new-york,1,False,1,818,4.3,4.2,4.1,4.2,4.2,Moderate,89.0,East Village,"Italian, Sicilian, Pizzeria",Casual Dining,Smart Casual,Giusto Priola,"Bar Dining, Beer, BYO Wine, Chef's Table, Corkage Fee, Counter Seating, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Weekend Brunch, Wine",Italian,1,1,1,1,False,4,True,1/9/2009,4580.0,0.1786026200873362,19.0,26.0,19.0,27.0,35.0,25.2
NAYA Mezze & Grill,https://www.opentable.com/r/naya-mezze-and-grill-new-york,1,False,1,1563,4.6,4.6,4.5,4.4,4.5,Moderate,100.0,Midtown East,"Lebanese, Mediterranean, Middle Eastern",Casual Elegant,Casual Dress,Hady Kfoury,"Banquet, Beer, Chef's Table, Delivery, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Lebanese,0,0,0,0,False,0,False,12/27/2008,4593.0,0.3403004572175049,8.0,,13.0,10.0,12.0,10.75
House of Lasagna,https://www.opentable.com/r/house-of-lasagna-new-york,1,False,1,316,4.6,4.5,4.6,4.4,4.6,Quiet,100.0,Murray Hill,"Italian, American",Casual Dining,Business Casual,Jack O'Brien,"Banquet, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Non-Smoking, Outdoor dining, Private Room, Takeout, Wine",Italian,1,1,1,1,False,4,True,11/6/2010,3914.0,0.0807358201328564,2.0,,7.0,,,4.5
Trattoria Bianca,https://www.opentable.com/trattoria-bianca,1,True,2,843,4.1,4.0,4.0,3.8,3.9,Quiet,83.0,Midtown West,"Italian, Mediterranean",Casual Elegant,Business Casual,Julian Clauss-Ehlers,"Bar Dining, Bar/Lounge, Beer, Full Bar, Late Night, Non-Smoking, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/7/2014,2483.0,0.3395086588803866,11.0,,6.0,8.0,6.0,7.375
Madison & Vine,https://www.opentable.com/r/madison-and-vine-new-york,1,True,2,1142,4.3,4.2,4.2,4.3,4.1,Moderate,89.0,Midtown East,"American, Wine Bar",Casual Elegant,Business Casual,Victor Valadares,"Bar/Lounge, Beer, Cocktails, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,3/14/2008,4881.0,0.2339684490883015,49.0,,59.0,44.0,35.0,46.75
Salumeria Rosi,https://www.opentable.com/salumeria-rosi,1,False,2,1212,4.8,4.8,4.7,4.5,4.4,Moderate,100.0,Upper West Side,Italian,Casual Elegant,Casual Dress,,"Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/6/2009,4310.0,0.2812064965197215,27.0,,25.0,33.0,30.0,28.5
Havana NY,https://www.opentable.com/havana-new-york,1,False,2,1133,4.3,4.4,4.2,4.3,4.0,Moderate,73.0,Midtown West,"Cuban, Latin / Spanish",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Cuban,0,0,0,0,False,0,False,12/12/2008,4608.0,0.2458767361111111,6.0,,11.0,5.0,19.0,10.5
2 Darbar Grill,https://www.opentable.com/2-darbar-grill,1,False,1,355,4.2,4.2,4.2,3.9,4.2,Quiet,92.0,Midtown East,Indian,Casual Elegant,Casual Dress,Simon Gomes,"Bar Dining, Bar/Lounge, Beer, Fireplace, Full Bar, Non-Smoking, Private Room, Weekend Brunch, Wine",Indian,0,0,0,0,False,0,False,1/31/2009,4558.0,0.0778850372970601,2.0,,1.0,1.0,1.0,1.25
Macao Trading Company,https://www.opentable.com/macao-trading-company,1,False,2,928,4.7,4.7,4.6,4.6,4.3,Moderate,100.0,TriBeCa - Downtown,"Chinese, Portuguese",Casual Dining,Business Casual,Felix Garcia,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Chinese,1,1,1,1,False,4,True,12/2/2008,4618.0,0.2009527934170636,19.0,24.0,43.0,33.0,29.0,30.5
Sinigual - NY,https://www.opentable.com/sinigual-new-york,1,False,1,2215,4.3,4.3,4.2,4.2,4.1,Moderate,88.0,Midtown East,Mexican,Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Mexican,0,0,0,0,False,0,False,10/31/2008,4650.0,0.4763440860215053,44.0,,56.0,64.0,73.0,59.25
1 Nocello,https://www.opentable.com/1-nocello,1,False,2,2322,4.9,4.8,4.9,4.9,4.7,Quiet,100.0,Midtown West,Italian,Casual Elegant,Smart Casual,,"Banquet, Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Wine",Italian,1,1,1,1,False,4,True,10/24/2008,4657.0,0.4986042516641615,22.0,,8.0,12.0,6.0,12.0
Bâtard,https://www.opentable.com/r/batard-new-york,1,False,3,1544,4.7,4.7,4.6,4.5,4.4,Moderate,96.0,TriBeCa - Downtown,"Modern European, Contemporary American, French",Casual Elegant,Smart Casual,Doug Brixton,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Modern European,1,1,1,1,False,4,True,5/23/2014,2620.0,0.5893129770992367,19.0,,20.0,15.0,20.0,18.5
Dhaba,https://www.opentable.com/r/dhaba-new-york,1,False,1,717,4.6,4.7,4.5,4.0,4.4,Moderate,100.0,Murray Hill,Indian,Casual Dining,Casual Dress,,"Beer, Delivery, Full Bar, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wine",Indian,0,0,0,0,False,0,False,10/8/2008,4673.0,0.1534346244382623,11.0,9.0,5.0,2.0,11.0,7.6
Amor Cubano,https://www.opentable.com/amor-cubano,1,False,1,423,4.4,4.3,4.6,4.3,4.3,Moderate,100.0,Harlem,"Cuban, Latin American",Casual Dining,Casual Dress,David Zarate,"Banquet, Bar Dining, Bar/Lounge, Beer, Entertainment, Full Bar, Happy Hour, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",Cuban,0,0,0,0,False,0,False,9/24/2008,4687.0,0.0902496266268401,1.0,,3.0,,,2.0
Arno Ristorante,https://www.opentable.com/r/arno-ristorante-new-york-2,1,False,2,1446,4.7,4.6,4.7,4.5,4.3,Moderate,100.0,Theater District / Times Square,"Italian, Seafood, Grill",Fine Dining,Casual Dress,Luis Uzcha,"Banquet, Bar Dining, Bar/Lounge, Beer, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,9/10/2008,4701.0,0.3075941289087428,10.0,,18.0,18.0,12.0,14.5
Natsumi Restaurant,https://www.opentable.com/natsumi-restaurant,1,False,2,2020,4.3,4.3,4.3,4.1,4.1,Moderate,100.0,Theater District / Times Square,"Japanese, Sushi",Casual Elegant,Casual Dress,Chef Haru Konagaya,"Bar/Lounge, Beer, Counter Seating, Entertainment, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Japanese,1,1,1,1,False,4,True,8/14/2008,4728.0,0.4272419627749577,18.0,,17.0,10.0,10.0,13.75
Faces and Names,https://www.opentable.com/faces-and-names,1,False,1,140,3.9,3.9,3.9,3.8,4.2,Moderate,92.0,Midtown West,Comfort Food,Casual Dining,Smart Casual,,"Beer, Cocktails, Full Bar, Gender Neutral Restroom, Non-Smoking, Wheelchair Access, Wine",Comfort Food,1,1,1,1,False,4,True,7/23/2008,4750.0,0.0294736842105263,2.0,,0.0,4.0,0.0,1.5
Benoit Restaurant and Wine Bar,https://www.opentable.com/r/benoit-restaurant-and-wine-bar-new-york,1,False,2,3789,4.6,4.6,4.5,4.5,4.2,Quiet,95.0,Midtown West,"French, Bistro, Contemporary French / American",Casual Elegant,Casual Dress,LaÃ«titia Rouabah,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,4/22/2008,4842.0,0.7825278810408922,40.0,,25.0,35.0,29.0,32.25
Il Melograno,https://www.opentable.com/r/il-melograno-new-york,1,False,1,693,4.8,4.8,4.7,4.6,4.6,Moderate,100.0,Hell's Kitchen,"Italian, Sicilian",Casual Dining,Casual Dress,,"Beer, Cafe, Cocktails, Gluten-free Menu, Non-Smoking, Outdoor dining, Wine",Italian,1,1,1,1,False,4,True,3/14/2008,4881.0,0.141979102642901,7.0,,13.0,20.0,20.0,15.0
Central Park Boathouse,https://www.opentable.com/central-park-boathouse,1,False,2,6454,4.7,4.5,4.6,4.8,4.2,Moderate,93.0,Midtown East,"American, Seafood",Casual Elegant,Business Casual,John Greeley,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wine",American,1,1,1,1,False,4,True,4/10/2008,4854.0,1.3296250515039143,,,152.0,158.0,,155.0
Amali,https://www.opentable.com/r/amali-new-york,1,False,2,1223,4.7,4.6,4.6,4.5,4.1,Moderate,95.0,Upper East Side,"Mediterranean, Greek, Italian",Casual Elegant,Smart Casual,Chef Alex Tubero,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Mediterranean,1,1,1,1,False,4,True,3/12/2008,4883.0,0.2504607823059595,32.0,,23.0,34.0,29.0,29.5
Shun Lee West,https://www.opentable.com/r/shun-lee-west-new-york,1,False,2,2897,4.5,4.4,4.4,4.3,3.9,Moderate,81.0,Lincoln Square,"Chinese, Asian",Casual Elegant,Smart Casual,Peter Chau,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Takeout, Wine",Chinese,0,0,0,0,False,0,False,2/29/2008,4895.0,0.5918283963227784,18.0,,16.0,15.0,17.0,16.5
The Smith - East Village,https://www.opentable.com/the-smith-east-village,1,False,1,3700,4.7,4.6,4.5,4.5,4.3,Moderate,95.0,East Village,American,Casual Dining,Casual Dress,Brian Ellis,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Cafe, Corkage Fee, Counter Seating, Delivery, Full Bar, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,3/14/2008,4881.0,0.7580413849620979,102.0,,92.0,113.0,129.0,109.0
Sushi of Gari 46,https://www.opentable.com/sushi-of-gari-46,1,False,3,1572,4.7,4.8,4.7,4.3,4.1,Quiet,100.0,Theater District / Times Square,"Japanese, Sushi",Fine Dining,Casual Dress,HIROKI TSUBOGUCHI,"Beer, Chef's Table, Counter Seating, Delivery, Kosher, Non-Smoking, Takeout, Wine",Japanese,1,1,1,1,False,4,True,3/11/2008,4884.0,0.3218673218673218,9.0,,15.0,18.0,,14.0
ilili,https://www.opentable.com/r/ilili-new-york,1,False,2,6512,4.7,4.8,4.7,4.6,4.4,Moderate,92.0,Gramercy / Flatiron,"Lebanese, Mediterranean, Middle Eastern",Fine Dining,Business Casual, Philippe Massoud,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Lebanese,1,1,1,1,False,4,True,2/23/2008,4901.0,1.328708426851663,99.0,,71.0,,,85.0
Serafina at The Time Hotel,https://www.opentable.com/serafina-at-the-time-hotel,1,False,2,660,4.4,4.4,4.4,4.3,4.1,Moderate,100.0,Theater District / Times Square,"Italian, Breakfast",Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Cocktails, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,10/12/2013,2843.0,0.2321491382342596,2.0,,11.0,5.0,10.0,7.0
La Sirene,https://www.opentable.com/r/la-sirene-new-york,1,False,2,1726,4.7,4.7,4.6,4.5,4.4,Quiet,96.0,SoHo,French,Casual Elegant,Smart Casual,Didier Pawlicki,"Beer, BYO Wine, Cocktails, Corkage Fee, Full Bar, Non-Smoking, Private Room, Wine",French,0,0,0,0,False,0,False,11/30/2007,4986.0,0.3461692739671079,59.0,,35.0,40.0,36.0,42.5
The Mermaid Inn Uptown,https://www.opentable.com/the-mermaid-inn-uptown,1,False,2,3718,4.8,4.8,4.7,4.6,4.5,Moderate,96.0,Upper West Side,Seafood,Casual Dining,Casual Dress,Michael Cressotti ,"Beer, BYO Wine, Cafe, Corkage Fee, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,False,4,True,12/5/2007,4981.0,0.7464364585424613,136.0,,120.0,,,128.0
Bocca di Bacco (Hell's Kitchen - 54th St.),https://www.opentable.com/r/bocca-di-bacco-hells-kitchen-54th-st-new-york,1,False,1,2158,4.6,4.6,4.5,4.5,4.4,Moderate,86.0,Hell's Kitchen,Italian,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Late Night, Takeout, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,3/11/2008,4884.0,0.4418509418509418,11.0,,9.0,17.0,15.0,13.0
Market Table,https://www.opentable.com/market-table,1,False,2,2138,4.7,4.6,4.7,4.5,4.2,Moderate,93.0,West Village,"Contemporary American, Farm-to-table, American",Casual Elegant,Smart Casual,Mike Price,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,2/10/2008,4914.0,0.4350834350834351,21.0,,15.0,17.0,20.0,18.25
Toloache-Midtown,https://www.opentable.com/r/toloache-midtown-new-york,1,False,1,6466,4.5,4.5,4.5,4.3,4.2,Moderate,91.0,Theater District / Times Square,"Mexican, Contemporary Mexican",Casual Dining,Business Casual,Julian Medina,"Bar/Lounge, Beer, BYO Wine, Corkage Fee, Counter Seating, Delivery, Full Bar, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",Mexican,0,0,0,0,False,0,False,2/16/2008,4908.0,1.317440912795436,37.0,,48.0,,46.0,43.666666666666664
Amata,https://www.opentable.com/amata,1,False,2,795,4.9,4.7,4.8,4.6,4.5,Moderate,92.0,Midtown East,"Italian, Modern Tuscan, Contemporary Italian",Casual Elegant,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/23/2007,5024.0,0.1582404458598726,8.0,,5.0,,2.0,5.0
The Palm West Side,https://www.opentable.com/r/the-palm-west-side-new-york,1,False,1,6190,4.6,4.6,4.6,4.5,4.1,Moderate,90.0,Theater District / Times Square,"Steakhouse, Seafood, Italian",Fine Dining,Business Casual,James Holets,"Banquet, Bar Dining, Bar/Lounge, Beer, BYO Wine, Corkage Fee, Full Bar, Happy Hour, Private Room, Wheelchair Access, Wine",Steakhouse,1,1,0,1,False,3,True,8/24/2007,5084.0,1.2175452399685287,22.0,,20.0,21.0,20.0,20.75
